GeoName,1991:Q1,1991:Q2,1991:Q3,1991:Q4,1992:Q1,1992:Q2,1992:Q3,1992:Q4,1993:Q1,1993:Q2,1993:Q3,1993:Q4,1994:Q1,1994:Q2,1994:Q3,1994:Q4,1995:Q1,1995:Q2,1995:Q3,1995:Q4,1996:Q1,1996:Q2,1996:Q3,1996:Q4,1997:Q1,1997:Q2,1997:Q3,1997:Q4,1998:Q1,1998:Q2,1998:Q3,1998:Q4,1999:Q1,1999:Q2,1999:Q3,1999:Q4,2000:Q1,2000:Q2,2000:Q3,2000:Q4,2001:Q1,2001:Q2,2001:Q3,2001:Q4,2002:Q1,2002:Q2,2002:Q3,2002:Q4,2003:Q1,2003:Q2,2003:Q3,2003:Q4,2004:Q1,2004:Q2,2004:Q3,2004:Q4,2005:Q1,2005:Q2,2005:Q3,2005:Q4,2006:Q1,2006:Q2,2006:Q3,2006:Q4,2007:Q1,2007:Q2,2007:Q3,2007:Q4,2008:Q1,2008:Q2,2008:Q3,2008:Q4,2009:Q1,2009:Q2,2009:Q3,2009:Q4,2010:Q1,2010:Q2,2010:Q3,2010:Q4,2011:Q1,2011:Q2,2011:Q3,2011:Q4,2012:Q1,2012:Q2,2012:Q3,2012:Q4,2013:Q1,2013:Q2,2013:Q3,2013:Q4,2014:Q1,2014:Q2,2014:Q3,2014:Q4,Value
Georgia,118845,121051.8,122603.2,125080.1,128424.7,131112.9,133083.9,135294.7,137208.7,139561,140579.5,143344.1,146056.6,150042.2,152044.8,155624.2,159338.4,160942.4,163900.3,167612.1,170608.6,175513.7,178011.6,180208.9,183854.3,185454.6,188532.1,192350.7,199801.5,203556.9,208073.3,211167,215439.3,216963.6,219837.8,224895.6,231546.5,235809.1,239338,242785.1,246542.9,249242.2,249887,251610.8,252380.5,256065.7,257080.1,259993.5,261807.6,264520.9,268108.7,271208.4,273639.6,279061.7,283155.3,287810.4,291559.8,296491.9,299647,306404.7,312482.9,316555.4,319872.9,325264,328663.8,333494.8,335294,336993.3,333119.1,344915.5,336243.1,333035.5,328390.5,331140.2,329570,329877.6,332196.7,335977.5,340259.9,344668,357549.6,359326.3,363666.7,364459.7,367238.4,369428.7,368727.4,380432.6,372655.3,376518,377984.3,381651.3,392278.1,399723.3,406331.1,412831.2,1611163.7
Hawaii *,25993.2,26138.4,26522.3,27077.9,27697.7,28256.9,28632.2,29151.2,29583.1,29600.6,29372.1,29350.1,29799.1,29937.1,30241.3,30677.4,30678.9,30995.8,30890.9,30890.4,30813.9,30869.2,30903,30993.7,31458.6,31720.1,32165.5,32286,32244.7,32372.6,32596.2,32845,32963.2,33225.4,34008,34236,34678.3,35503.4,35793.7,36340.7,36821,36905.8,37291.4,37216.2,37994.7,38533,38950,39510.6,39780.1,40299,40845.2,41561.4,42266.3,43109.4,44073.8,45169.2,45720.6,46753.6,47263.4,48353.9,49344.3,50136.6,50860.2,51255,52018,52982.2,53687.4,54400.7,55157.5,56862.1,56014.2,55610.6,55278.3,55519.9,55131.8,55374,55706.8,56352.8,57217.5,57727.3,58786.9,58986.1,59319.9,60059.5,60817.6,61537.3,61333.5,62539.8,61799.5,62200,62699.2,63386.3,64590.2,65691.5,66591.6,67273.4,264146.7
Idaho,16751,17039.6,17253.4,17719.7,18349.3,18794.9,19163.9,19311.3,20226.9,20639.1,20609.5,21407.7,21520.1,22029.7,22448.8,22718.8,23270.6,23582.1,23924.8,24593.2,24855,25456.8,25388.7,25639.4,25891.4,26161.4,26644.3,26983.4,28022.5,28320.6,28650.2,29132.4,29741.6,29836.6,30242,31053.7,31826.4,32656.7,32852.9,33558.5,33884.3,34209.6,34049.8,34073.8,34568.8,34840.8,35330.8,35906.2,35768.3,36075.1,36709.1,37210.6,38348.6,39187.1,39606.1,40507.2,40778.1,41567.3,42346.9,43224.7,45083.1,46221,46318.4,47288.6,48631.5,49167.1,49261.3,49848.2,49963.6,51705.6,50383.8,49502.6,48979.2,48542,48317.1,48659.7,49267.5,50021.7,50865,51576,52672.1,53021.8,53560.1,53840.9,54946.1,55683.9,55914.4,58163.8,57248.3,58319.5,58845.7,59201.4,60010.8,61416,62253.6,63525.1,247205.5
Illinois,241818.7,244686.9,246895.1,250087,258130.4,264264,267831.2,272722.6,270380.3,273940.7,276516.9,280612.5,282833.5,288320.7,292234.9,296829.5,302826.8,305390.9,309230.5,313789.1,320316.7,325750.1,329867.1,334277.9,338138.5,342926.1,348708.4,355583.6,358849.2,365636.8,370753.9,373954.3,378123.3,381573.9,383636.9,392556,403404.8,408983.6,417578.5,421894.9,429307.7,428492.6,428220.6,427335.9,427410.6,433910.7,434128.1,437810.1,434839.5,439919.9,444642.4,449103.9,449909.4,456718,461941.5,470477,469779,474817.9,481584.8,489280.8,501291.7,509083.6,512635.5,518497.2,529502.3,537639,541737.9,550070.5,548376.2,563072.2,555564,548923,528306.6,527032.4,523516,529015.7,531517.6,540240.9,547732.5,552846.1,566440.6,568297.2,571745.8,572618.6,586856.4,593256.9,590479.6,609701.3,602941.2,608912.5,611306.8,615953.8,626125.4,634994.1,642134.8,651305.6,2554559.9
Indiana,99713.3,100766.6,102147.1,104473.6,106492.9,109626.5,111390.5,113081.8,113455,115622.5,116481.2,118890.8,120785.7,122218.3,124406.2,126126.5,127761.7,128462.4,129298.6,130499.5,132968.5,135905.3,137509.1,139071,140889.7,142211.2,143731.7,147152.6,151415.7,154027,155771.3,157619.4,158042.5,159167.3,160773,165207.4,168922,171167.9,173426.1,172489.9,176235.3,176005.3,175058.7,174678.1,175233.3,177443.4,178746.6,180661,179956.2,181389,183131,187238.6,187187.1,191482.5,193223,195782.3,193813.5,197267.9,199688.7,201985.9,207056.1,209194.5,210766.8,212007.5,214958.1,217152.3,217119.8,219786.6,224000,232602.1,227904.6,225439.4,220619.4,220476.5,220090.8,224186.1,226416.8,230911.1,233323.6,236177.3,241694.9,244521.2,249027.1,250732.8,253645.1,257312,257944.8,263643.9,261592.5,261639.5,261788.6,261788.6,266255.6,271092.3,274213.8,277418.1,1088979.8
Iowa,49338.2,49926.4,50284.4,51029.8,52735.3,53650,54275.9,54506.2,53188.5,54005,54134.1,54882.6,57918.4,58685.1,59002,60179.2,60119.5,60663.9,61655.6,62875.2,65724.7,67347.3,66739.4,67552.3,68941.1,69080.5,70127.9,71674.8,71820.9,72417.4,73933.4,74516,73801.5,74283.4,75213.7,77096,78456.1,79940.8,81228.5,81288.8,82132.3,82658.5,82864.9,82628.8,83388,84108.7,84801.1,85398.2,84922.8,85844.5,86854.1,88153.8,91854.9,93122.5,93729.4,95865.6,94713.9,96360.9,97560.7,98182.7,101092,102417.9,103019.3,104457.9,107725.8,109534.6,110257.4,112526.2,115620.5,118942.7,116649,115814.8,112224.4,112966.5,112792.1,114355.1,114446.9,116476.5,117713.6,118987,124198.4,124746.4,126922.3,128045.7,130368,132374.6,131265.1,134628,134087.6,134803.6,135381.5,134758.6,136201.9,139589.8,140519.9,141813.6,558125.2
Kansas,46232.5,46822.1,47641.3,48542.4,49861.1,50758.9,51189.2,51951.8,52446.2,53133.1,53521.2,54147.4,54563.6,55631.8,55932.1,56817.6,57267.8,57762.6,58469.9,59017,60598.1,61545.6,62307.2,63285.7,64200.3,65089,66282.7,67512.5,68267.1,69430.6,70317.6,71037,70747,71329.8,72032.9,74373,74078.4,76025.2,77421.8,76895.1,78264.1,78826.4,78709.1,78859,78252.8,79232.1,79576.9,80399,80945,81292.1,82387.1,82937.1,82606.8,83612.6,85112.5,86011.8,87509.6,89134.2,90206.6,90534.5,96282.6,98325.6,99182.1,100650.5,103581.4,105414.8,106277.4,108499.3,113678.9,118076.2,116569.2,115085.6,112609.3,111760.7,110700,111719.3,110814.3,113305.4,115447,117392.6,120564.5,123122.3,125051.5,125496.9,130598,130849,128792.9,133552.6,131477.6,134218.1,134547.8,135676.1,133848.8,136288.8,138148.3,139229,547514.9
Kentucky,59229.4,60112.5,61274.7,62756.4,64167.6,65276.7,65989.9,66754.8,67176.2,67773,68211.2,69352.2,70031.4,71318.3,71909.4,73174.1,73861.8,74698,75351.2,76306.6,77534.5,79452.6,80289.7,81205.3,83247.6,83852.4,84772.4,86296.1,87713.4,89033.6,89971,91091.6,91638.3,92410.9,93533.4,95678.9,98357.6,99977.5,101681.4,102749.1,103458.4,104254.9,104276.6,104517.7,104857.8,106350,107016.1,108049.7,108163.7,109025.9,110411.8,111905.2,113723.5,115363,117143.3,119583.7,119644.1,121703.6,123300.4,124574.6,127586.7,129078.9,129885.5,130894.1,133023,134779.3,135335.6,137089.3,139138.7,145048.9,141432.8,140669.9,138312.7,139893,139686.7,141554.4,142273.7,144895.3,146675,147360.8,149905.4,151186.1,153005.9,154777.6,156182.9,157636.8,156937.5,159785.6,158768.9,158918.4,159450.8,159761,163272.5,165988.5,167673.8,169933.5,666868.3
Louisiana,66721.8,67711.8,68637.6,70561.9,71557.7,73171,73681.1,74646,75570.1,76543.7,77242.2,78134.6,80520.1,80892.1,82484.4,83726.7,84647.6,85385.4,86848.4,86931.7,87910.2,89603.2,90367.8,91226.5,92638.2,93539.9,94729.2,96695.2,97426,99026.4,99705,100125.8,100450.1,100839.8,101481.2,103099.6,105626,107084.9,107747.8,108783.9,113412.4,114876.1,115345.1,116036.1,116565.3,117708.4,118606.8,120037.2,119569.6,121213.8,123012.7,124883.1,124758.8,126809.7,128261.3,131203.9,133423.1,135063.5,141117.3,142136.6,142910.6,144885.9,146174.8,148610.6,151830.9,160644.8,161416.6,163752.9,166155.8,173677.7,171144.2,172499.5,167968.9,165624.6,164677.4,165234.1,169651.6,172705.4,176077.5,176768.8,177540.5,178132.9,179552.2,181068.2,185299.2,188782.5,187982.7,192978.7,190285.7,191316.2,191779.8,192607.4,196440.1,199669.9,201776.3,203289.4,801175.7
Maine,21997.1,22064.5,22272.6,22664.4,22929.6,23292.2,23526,23551.6,23876.8,23941.5,24221.6,24339.8,24674.5,24949.1,25138.7,25580.6,25762.6,26147.7,26263.1,26543.7,27037.5,27529.3,27828.5,28217.3,28705.1,28966.9,29173.7,29832.4,30437.2,31088.9,31521.3,31882.9,31878.1,32293.1,33290.6,33166.2,34288.6,34970.4,35389.6,35780.9,36704.5,37103,37078.8,37347.3,37701.2,38118,38537.8,38937.1,39373.4,39779.7,40470.2,41367.2,41475.9,42020.2,42474.5,43291.7,42487.8,43091.8,43604.9,44500.6,45194.8,45609.4,45668.9,45925.5,46641.2,47295.1,47603.7,47889.2,48613.8,50203.8,49567.1,49396.7,48628.3,49573.5,49536.4,49873.6,49996.1,50519.1,51000.1,50899.3,52339.4,52490.6,52926.3,53399.9,53407,53948.3,53523.8,54250.8,53378.2,53582.1,53781.6,54226.1,54579,55527.4,56165.7,57182.2,223454.3
Maryland,113200.9,114451.3,115207.9,116734.5,118343.8,120272.3,121535.7,122397.7,124063.4,125164.4,125576.4,127140.4,128832.6,130500.6,132311.1,133997.3,135596.1,136905.3,137700.2,138779.9,140750.9,142993.1,144606.3,146618.9,148780.5,150537.3,152289.1,155558.9,159348.2,162814.3,165459.3,167793.6,170469.7,171417.6,174581.9,177886.1,184183.7,186994.8,190803.6,194111.9,197405.8,199211,199638,200837.5,203367.9,206128.3,207893.1,210311.7,211199.3,214652.2,218571.5,221663.1,225508.5,229340.2,232067.3,237005,236887.2,241359.9,245768.3,249390.4,252180.7,255327.2,257795.3,260582.9,262969.6,267242.1,268415.3,271616.4,275987.6,282383.8,280326,279794.1,274678.6,277614.2,277737.2,280480,281099,286339.9,289291.4,293879.4,298879.8,302306.6,305974,306910.7,310181.5,310706.6,311223,316591.9,310255.1,311095.4,311284.3,313461.3,316118,320928.3,325097.1,327609.3,1289752.7
Massachusetts,139730.8,141013.9,141463,143199.3,146410.2,148161.2,148456.7,150882.2,151440.9,153443.5,155832.4,156752.8,158504.2,161894.1,162389,165913.5,167674.7,170516.5,173468.4,175308.3,178073.7,181626.8,183792.2,186828.9,190052.9,192308.1,195110.8,199051.2,199752,205772.2,209187.8,211010.6,214528.4,217270.5,223055.2,228748.7,239380,241222.7,249124.8,252282.6,257566,255904.1,253953.4,252923.9,251668,254341,254097.4,254848.4,254889,256157.1,260233.9,263186.9,265533.1,270849.9,274588.7,276735.5,276630.9,281141.5,286148.1,292569.5,300435.8,305353.7,306945.2,311593,316854.4,320475.4,323229.1,327944.9,331720.1,338719,335522.3,334667.3,327652.9,330704.3,331197.4,334084.2,339231.9,346098.5,351177.6,353460.6,357288.3,365530.6,364418.9,366347.6,372614.1,377892.9,376310.8,390253.5,378068.4,381841.1,383785.4,386749.4,391462.7,396910.8,405208.4,413748.1,1607330
Michigan,177540.7,180078.3,182225.6,185812.4,186683.9,191985.1,192630.5,197640.7,196476.4,202112.9,203987.3,207153.2,212779.9,215211.9,218843.8,224146.1,227559.3,228330.5,230851.1,234482.5,235516.3,241253.4,244365.2,247738.9,250309.3,252994.4,256644.4,259807.7,265987.9,268901.6,269799.3,275830.9,277252.5,280705.9,284072.8,291327.4,298597.9,301681.5,304122.9,303600,309894.4,307850.2,305835.4,305303.5,301759.3,307282.8,307658.9,309310.4,310631.5,311537.6,314057.6,320086,318124.8,321445.9,325234.1,329021.9,328037.5,331303.2,331258.2,333971.6,336704.5,339487.7,340336.2,340825.2,347430.8,349372.5,350473.8,350048.8,354315.3,365471.1,356717.9,354614.9,336838.3,341206.5,338815.1,341920.2,343221.4,352469.7,357554.1,360019.9,369578.5,370980.8,375059.7,379826.1,384536.1,386851.3,387053.9,399735.3,389620.6,393010.7,394933.5,396742.2,401806.1,408879.7,413954.5,419439,1644079.3
Minnesota,88512.1,89797.2,90787.6,91888.1,94755.1,96119.5,97768.8,99430.8,98357.1,99635.4,100216.6,101750.7,104151.5,106373.3,108220.4,109875.8,111285.9,112642.7,113792.5,115628.8,119298.4,121870,123222.1,124452.6,125663.7,127798.2,130138.9,132509.4,137328.2,139486.7,141216,143443.4,144739.9,146352.2,147887.3,151744.1,155560.4,158612.7,161893.2,164289.6,166937.2,167437.1,166086.9,167026.4,168064.8,169459,171005.4,173146.7,174663.3,177444.3,180192.9,181124.2,185433.1,187366.6,189335,195149,191300.2,193313.9,196933.9,197959.2,201804.8,204504.7,205183.1,207802.2,212631.1,217138.3,217480.3,220378.9,224989.7,228819.2,228208.8,223850.7,216862.3,216577.9,215557.6,218785,219900.9,224693.2,228791.5,234442.6,239223.2,242203.8,244038.6,244907.3,252473.4,255876.9,255950.5,264356.1,256546.9,258650.7,261442.8,262486.7,266226.1,271663.1,276456.2,279606.5,1093951.9
Mississippi,35411.1,35978.5,36437.3,37323.5,38222.7,38925.9,39377.4,39724.6,40730.1,41180,41888.7,42589.3,43882,44647,45402.9,46089.2,46821,47226.2,47853.6,48552.2,49462.1,50596.6,50845,51198.3,52433.3,52880.4,53529.1,54667.2,55555.1,56271.9,56905,57606.9,57653,57986.8,58865.8,59786.7,60630.8,61619.7,62122.5,62648.5,64560.9,65457.9,64996.4,65688.4,65408.8,66248,66686.9,67156.6,68170.3,68397.2,69252.6,70269,71362.5,72556.1,73794.3,74726.5,75652.6,76677.7,79333.4,80262.6,80322.5,80991.5,81551.7,82271.8,83957.1,86698.1,87664.2,87858.2,88640.7,93543.8,90559.4,90249.7,89427.9,89685,88729.8,89063.8,90728,92911.5,93859.5,94233.9,96406.8,96232.9,97201.6,97830.7,99699.7,100586.5,99791.2,101431.4,101395.8,101780.1,103602.4,102491.2,102973.4,104330.6,104513.1,105204.8,417021.9
Missouri,93986.6,95100,96508.9,98260.7,100201.1,101689.4,102759.1,103906.1,104721.6,106179.1,107216.1,109167.5,110479.3,112681.5,114157.5,116246,117685.6,119155,120341.8,121178.5,123786.5,126069.4,127358.1,129459.1,132073.3,133036,134926.9,137276.2,138451.5,140216.3,142083.1,143357.4,144267.5,145185,146667.5,149923.8,153152.5,156073.2,158474,159003.5,161533.2,162157.1,161439.2,162238.5,163493.8,164671.4,165951.5,167987.3,169354.2,170766.1,172593.6,174352.3,177695.8,179627,182149.4,184975.6,183997.3,187049.6,188920.5,192017.5,196128.9,199504.1,200019.5,201738.7,204565.2,208555.7,209967.1,212997.4,216058.7,224632.7,219720.9,223721.8,216600.2,217372.3,216459.3,217142.5,219481.3,222197.9,223886.5,224690.1,229001.7,230154.9,232849.6,234579.1,239408.2,242348.7,241283.1,248885.5,243821.6,244912.2,245632.9,246433.1,248717.6,252947,256406.2,259199,1017269.8
Montana,12896.7,13018.3,13271.6,13598.4,13748.4,13983.8,14139.3,14184.3,14963.6,15186.6,15025.1,15478.2,15217.4,15479.8,15700.5,15943.2,16137.5,16294.8,16519.3,16712,16834.1,17083.3,17339.5,17556.4,17609.2,17750.1,18052.7,18344.5,18845.2,19000,19273.1,19491,19422.7,19430,19384.6,20004.5,20259.4,20716.8,20948.6,21516.7,21611.7,21773.2,21783,21886.9,21962.6,22205.9,22515.6,22854.4,23361.4,23863.6,24213.1,24662.9,25613.7,26042.5,26195,26796.2,27584.5,28004.6,28434.4,29067.2,30000.2,30517.7,30915.4,31247.5,32239.8,32876.1,33155.1,33633.6,34439,35535.1,35084.8,34731.6,34332.8,34087.3,33990.6,34123.5,35296.3,35870.7,36272.3,36802.2,37910.7,38191.2,38641.1,39208.8,40379.8,40665.7,40655.3,41978.1,40921.8,41270.8,41437.8,41659.5,42478,43433.9,43908.6,44402.5,174223
Nebraska,29675.9,30152,30478.9,30912.6,31499.8,32174.1,32412,32747.6,32634.4,33312.6,33312.4,33894.7,34834.8,35133,35611.2,36145.7,36644.2,37015.5,37644.3,38441.7,40195,41097,40534.3,41334.2,41537.9,41513.5,42204.4,42814.4,43591.8,44561.2,45282.3,45783.8,45759,46445.7,47078.3,48550,48717.9,49509.6,50254.7,50588.5,51721.7,52223.6,51966.7,52362.6,51862.7,52492,53205.6,53978.2,55356.9,56099,56519.2,56990.1,57904.6,58542.2,58906.2,59952.6,59911.6,60858.8,61378.4,62105.4,62896.7,64056.3,63670.1,64779.3,66943.6,68271.3,69072.8,70584.4,71927.9,74397.4,73159.5,71777.4,71603.4,71300.2,71280.8,72472.2,73390.9,75318.1,76138.1,77111.2,83017.7,83770,84622.4,85436.4,85966.6,87009.1,85664.4,88376.9,87496.6,87591.5,87583.1,86923.6,90095.3,92639.9,92865.2,94495.8,370096.2
Nevada,26668.8,27269.4,27786.1,28336.9,29502.7,30198.7,30797.3,31418.5,32467.5,32614.3,33082.2,33700,35232.6,36133.3,36792.6,37783.6,38915.2,39593.2,40647.1,41397.8,42765.8,43970.9,45047.4,45956.2,47321,48116.9,48857.6,49995.2,52371.3,53663.6,55049.2,56213.4,57664.2,58208.3,58951.6,60475.7,62588.9,64317.2,65330,66050.3,67551.3,68635.6,68542.8,67736.8,68630.3,69391.6,70015,71335.9,71866.8,73192,75443.9,77430.7,79019.9,81232.3,83550.6,86849.9,89395.8,92893.9,93438,95021.9,98465.4,100302.4,100450.5,102054.2,102935.6,104262.6,104732.7,106451,103712.2,104649.7,102950.6,100912.3,97839.7,97327.9,96521.4,97379.5,99220.2,101216.4,102177.3,102614.2,104350,105183.3,105331.7,105556.5,107915.9,108874.9,108201.8,112397,108448.7,109294.1,110246,111493.3,113685.9,116214.1,118344,121244.9,469488.9
New Hampshire,23369.5,23684.4,23846.8,24268.5,24615.9,24908.2,24967.6,25381.1,25310.2,25600.6,26055.5,26180.5,26827.2,27350.8,27608.4,28303,28495.9,29250.5,29376.4,29688.5,30245.1,30747.6,31138.1,31635,32351.8,32957.4,33550.3,34236.5,35352.9,36203.9,37049,37646.1,37934.9,38407.1,39155.9,40198.9,42787.6,43228.7,44107,45120.3,46285.3,46116.1,45962.8,46183,46408.4,47048.5,46965,47270.9,46996.5,47293.6,48001.5,49025.8,49423.2,50523.3,51512.2,52038.4,51671.9,52477.2,53046.4,53780.3,55283.1,55875.6,56467.7,58214.9,57882.9,59039.2,58687,59044.5,60001.2,61125.4,60273.9,60125,58638.1,59133.3,59630.9,60029.6,60404,62110.2,62660,62954.7,63813.5,64934.4,65352.4,65680.7,66733.6,67368.5,67436.2,69882.6,67024.3,67597.7,67845.8,68347,68815.9,70260.5,70643.4,72285.1,282004.9
New Jersey,192724.9,194912.1,197107.1,198989.5,206405.2,209086.7,211583.4,214965.7,213836.3,216802.3,218626.2,221119.1,220002.4,224250.6,226726,230159.1,235285.5,238161.4,240607,242605.9,247647.6,252210,254506.8,257884.6,264009.5,266656.7,271088.5,276668.8,280824.2,285791.2,290381.4,292062.3,296319.8,297605.4,301725.4,306965.6,320153.8,328500.3,333153.6,340646.6,340495.4,342688.2,340578.8,343388.6,343802.5,346152.1,346454.9,348244.4,347735.9,352657.3,356700.3,360353.8,361435,366952.3,373461.3,379010.6,376205.7,381500.6,387482.8,393736.5,404864.4,412265.2,414121.2,421207.5,432934.1,437883.6,438540.2,442646.5,449044.2,454321.5,451360.3,449482.5,432194.5,436376.5,436792.1,440652.7,445079.4,449431.7,451772.7,453424.4,464813.2,468313.1,472558.4,474347.7,482710.3,484616.7,485208.2,497575.4,487609.8,491490.4,492748,498104.7,506778.8,512327.1,518437.2,524517.2,2062060.3
New Mexico,24370.3,24755.2,25023,25600,26127.9,26793.7,27111.2,27178.5,28337.7,28597.3,28834.7,29538.7,29929.7,30370,31041,31748.5,32460.9,32822.2,33340.4,33658.7,34135.7,34671.4,34918.2,35239.7,36060.8,36272.9,36692.9,37053.3,37856.7,38134.8,38449.3,38936,38519.3,38790.1,39030.1,39785.6,40839.6,41870.6,42403,43181.3,44324.6,44962.2,45306.9,45654.1,45950.9,46728.9,47126.3,47615.9,47963.9,48608.8,49282.2,50141.5,50983.7,51589.2,52299.2,53779.6,54081.9,55602.6,56334.6,57028.9,58965.2,59787.9,60317.9,61071.1,62182.7,63175.2,64076.6,64897,66109.5,69246.2,67714.3,67557.2,66887,66842.1,66922.7,67484.7,68075.6,69183.8,70167.1,71002.5,72121.5,72591.4,73310.1,73847.8,74218.8,75000.7,74287.9,75394,73208.5,73466.6,73521.8,74050.2,75878.7,77407.2,78659.8,79954.6,311900.3
New York,426545.2,432631.5,434674.7,436319.1,446551.2,451655.5,459438.4,471440.5,457002.2,468246,473803.3,481164,471257.6,484550,485740.8,497373.9,503499.9,507830.4,514436,517506.9,527957.8,536451,539268.4,547849.1,555322,561078.9,571643.4,583779,586949,601428.6,605934.2,609475.8,630673.1,630080.5,642010.5,645672.9,667823.8,679391.7,689809.6,706108.2,716473.7,708714.2,719835,700842.1,702586.1,712667.6,711027.6,712858.7,704243.6,717549.2,725076.3,735326.4,733767.2,746606.9,760616.7,775038.9,765165.7,775104.6,785937,802692.3,823919.9,838363.6,844758.9,865147.6,905402.7,900191.1,907923.3,916093.2,928399.9,934172.9,926884.3,913453.4,890809.2,911125.3,909891.3,919987.8,930925.2,953115.9,951458.5,952806.5,998169.9,994006.8,998743.5,1000102.9,1027687.4,1043921.4,1041263.1,1083760.9,1047410,1060933.2,1066428.8,1073769.7,1084611.5,1095437.4,1113591.3,1129991.1,4423631.3
North Carolina,117912.6,120523.2,123147.8,125989.7,128792.7,131995.6,134196.2,135715.2,137945.5,140577.6,142052.3,145257.9,146733.9,149393.4,151416.5,154786.6,157881,160193.3,162307.7,165564.8,167423.8,172370.9,174111.3,177360.7,181844,183309.3,186594.7,191003.4,193517.2,196721.8,200504,203925.6,205263.2,206483.1,209764.8,212834.2,216553.8,221303.3,224721,226725,228108.4,229736.5,227519.5,228859.2,229012.5,231854.9,232792.6,233941.2,236642.8,238831.8,243360.9,248569.1,253765.6,259311.6,264682.8,270337.2,276018.1,279554.5,283222.9,287493,301040.3,304565.6,307910.2,312956.3,326379.5,329470.4,330469.5,334361.9,347275.2,357467.7,351643.7,352502.4,332096.6,339444.5,341926.5,344754.9,339254,343521,344174.6,346443.7,352670.4,354805.4,356760.2,359070.5,374275.6,379253.6,379824.7,387288.3,374430.5,375059.2,376443.3,379636.6,389203.3,395281.1,401312,406601.7,1592398.1
North Dakota,10267.6,10321.3,10428.1,10535.2,11165,11324.8,11510.6,11566.4,11422,11509.8,11584.4,11674,12487.9,12460.1,12515.7,12726.6,12341,12549.5,12613.6,12778.4,13703.1,14331.2,14108,14120.7,13473.2,13619,13877.3,14115,14815.7,14973.3,15153.6,15367.6,14928.6,15079.4,15293.7,15787.4,16247.9,16495.4,16846.7,16902.8,16872.8,17019.2,17047.2,16905.7,17102.3,17161.7,17451.9,17762.2,18414.9,18783.5,19187.3,19449.4,19114.8,19383,19331.1,19812.3,20182.7,20617.7,20817.4,20995.9,21289.8,21625.7,21665,22071.1,23299.3,23634.2,24012.3,24912.3,26695.7,27463.8,27160.2,26718,26391,26510.9,26808.2,27249.3,28681.3,29509,30211.4,31121.5,32338.8,32978.3,34070.7,35276.4,37911.5,39309.7,40009.8,41953.9,39037.6,39871.3,40435.5,40389.8,41621.2,42944.2,43124.8,43588.3,171278.5
Ohio,204508.7,205233.8,208669.9,212295.2,216246.9,220920,222052.3,225586.2,226038.2,229421.5,230941.2,235064.6,237579.6,241764.5,244366.1,249516.7,251342.7,253800.3,256183,259078.3,261013.4,265867.1,269758,271950.2,277377.6,280357.6,284251.8,289249,294135.7,297350.6,300144.8,304752,304003.9,305788.7,308580.6,314943.8,320837,323337.7,327453.4,328282.1,334063,334641.1,333371.3,333573.6,333580.4,337620,340808.9,342944.1,344751.5,346803.3,348779.7,355099.5,354410.6,360231.3,364562.7,371085.7,366745.8,372101.9,375633.2,380676.5,387077.7,392233.2,395104.2,396852.6,407427.6,409020.6,410430.4,412104.7,419744.8,432518.8,424462.3,419601.6,412774.9,412403.3,410346.8,413350.9,416075.5,422751.1,429317.7,433302.9,446772.3,450312,456793.7,460503.7,464392.9,470769.4,469607.4,482045.7,474300.1,478700.9,480405.8,482948.1,488978.4,495656.8,502440.6,508502.4,1995578.2
Oklahoma,51756.5,52288.4,52857.3,53807.7,54960.2,55977.6,56532.4,56665.3,57852.1,57997,58153.4,58985.6,59464.3,60515.9,61057.3,62234.4,62476.6,63162.9,63684.8,64382.5,65721.4,67017.8,67813.6,68339.1,70296.2,70456.4,71126.1,72420,73854,74868.3,75329.5,75683,75686.2,76246.8,77228.9,78975,80852,82776.1,84391.5,86057.1,88051.9,88983.6,88691.8,89418,89937.9,90510.3,91056.5,91686.9,93566,94917.5,95725.7,97101.1,100654.4,102426.4,103789.9,105775.6,109719.8,111940.3,114076,116435,123893.4,125152.2,125764.1,126267,126550.9,128622,131201.7,132771.4,137572.3,145680.7,146311.1,147568.4,139287.5,133159.7,130611.3,131035.9,134481.2,139043.4,142352.6,144684.2,146534.3,149738.2,152468.8,154098.4,158498.4,160399.3,159915.6,165700.2,166557,169090,170278.7,171604.8,177006.5,180012.6,182222,182634.8,721875.9
Oregon,53436.5,54261.6,55023.9,55975,57064.7,58157.6,59125.3,59560.6,61537.4,62206,62649.9,63969.8,65081.2,66379.4,67567.9,69090.6,70094.9,71378.4,72811.6,74378.9,75590.4,77288.3,78595.5,79905.8,81042,81771.4,83257.7,84558.3,85994.6,86858.6,87554.9,88555.9,88589.8,89367,90587.6,92803.4,95081.5,96838.6,98601,98897.8,100578.5,100346.5,99744.4,99234.1,99734.8,100760.2,101207.4,102331.9,102705.9,103655.3,105434.7,107167.5,108252.8,110403.3,111271.7,112627.4,114159.2,115485.5,117337,119784.7,124838,126644.1,128316.7,129961.9,130943.1,132951.3,134232.3,136095.6,137541.6,142133.2,139974.8,137999.1,134653.9,134887.2,134043.3,134388.6,137182,137518.9,138721.4,139744,144228.4,144988.9,145549.1,147618,151746.2,153113.3,153043.1,156289.2,153959.7,155553.8,156891.3,158115.3,161893.8,165692.2,168960,171763.3,668309.3
